ID ligne,ID commande,Date de commande,Date d'expédition,Statut commande,ID client,Nom du client,Segment,Ville,Région,Pays,Zone géographique,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
113,FR-20241005-3500,2024-10-05,2024-10-11,Silver,sZ-14141,David-Daniel Rey,Grand public,Le Roux-sur-Potier,Centre,France,Centre,MOB-ST-65766673,Mobilier,Stockage,Lorsque jardin,991.14,10,0.1,-147.65
114,FR-20250521-6969,2025-05-21,2025-05-23,Normal,PA-11630,Mathilde Pichon,Petite et moyenne entreprise,Marin-sur-Mer,Franche-Comté,France,Nord,MOB-AR-22350472,Mobilier,Art,Projet enfance,170.47,2,0.0,72.74
115,FR-20240228-3482,2024-02-28,2024-03-03,Silver,zA-17483,Olivie Valette,Petite et moyenne entreprise,Saint Olivie,Bourgogne,France,Centre,MOB-AR-90180609,Mobilier,Art,Rompre parti,65.43,4,0.4,-13.4
116,FR-20250325-9225,2025-03-25,2025-03-30,Silver,ZD-18503,William Le Bigot,Petite et moyenne entreprise,Lecoq-sur-Mer,Province-Alpes-Côte d'Azur,France,Nord,FOU-ME-46540011,Fournitures de bureau,Meubles,Fier avant,516.07,3,0.4,-60.31
117,FR-20241122-8612,2024-11-22,2024-11-29,Normal,iz-16900,Daniel Vaillant,Petite et moyenne entreprise,Texier-sur-Sanchez,Franche-Comté,France,Centre,FOU-ME-28978533,Fournitures de bureau,Meubles,Prêt chaîne,315.91,4,0.0,-49.72
118,FR-20251014-3810,2025-10-14,2025-10-20,Normal,Ls-14511,Michelle Hamon,Entreprise,Sainte Noëlnec,Guyane,France,Centre,MOB-AR-91118499,Mobilier,Art,Voie brusquement,994.95,10,0.0,154.63
119,FR-20250909-7927,2025-09-09,2025-09-16,Normal,Qq-18602,Léon Perrier,Grand public,Charpentier,Nouvelle-Calédonie,France,Nord,FOU-PA-25901808,Fournitures de bureau,Papier,Mesure blanc,810.94,7,0.1,-325.29
120,FR-20250709-4677,2025-07-09,2025-07-13,Normal,nG-16357,Inès Mary,Grand public,Sainte Josephdan,Aquitaine,France,Centre,MOB-BI-54623219,Mobilier,Bibliothèques,Tranquille interrompre,139.37,5,0.1,61.3
121,FR-20240720-7893,2024-07-20,2024-07-23,Silver,VF-16908,Alexandrie Joseph,Entreprise,CarlierBourg,Pays-de-Loire,France,Nord,MOB-BI-95525811,Mobilier,Bibliothèques,Surprendre bon,344.58,10,0.1,-143.24
122,FR-20231223-8948,2023-12-23,2023-12-29,Premium,TY-10207,Antoine Valentin,Grand public,Olivier,Midi-Pyrénées,France,Nord,FOU-ST-64728752,Fournitures de bureau,Stockage,Très angoisse,451.97,4,0.4,-82.19
123,FR-20251118-2089,2025-11-18,2025-11-21,Silver,eH-18984,Luce Renault,Grand public,Le Goff,Saint-Martin,France,Centre,FOU-ME-72921921,Fournitures de bureau,Meubles,Faveur aventure,34.27,10,0.4,0.05
124,FR-20250824-4503,2025-08-24,2025-08-26,Normal,Ju-10027,William Bourdon,Petite et moyenne entreprise,Gaudindan,Midi-Pyrénées,France,Nord,MOB-ST-33126569,Mobilier,Stockage,Corps leur,818.02,7,0.0,-58.66
125,FR-20231214-5031,2023-12-14,2023-12-19,Normal,WG-17628,Hugues Lévêque,Petite et moyenne entreprise,Jolynec,Saint-Pierre-et-Miquelon,France,Nord,FOU-BI-56185788,Fournitures de bureau,Bibliothèques,Envoyer somme,43.95,5,0.0,14.25
126,FR-20240606-2393,2024-06-06,2024-06-09,Premium,OK-19032,Célina Pottier,Petite et moyenne entreprise,Blin,Midi-Pyrénées,France,Centre,MOB-ME-64491930,Mobilier,Meubles,Puis voir,69.79,5,0.4,-3.55
127,FR-20250729-7888,2025-07-29,2025-08-02,Premium,vs-16269,Alfred Lemoine Le Charpentier,Grand public,Guérin,Martinique,France,Centre,MOB-ME-87938066,Mobilier,Meubles,Nombre retrouver,993.53,2,0.0,300.25
128,FR-20240509-1659,2024-05-09,2024-05-15,Normal,VR-16012,Théodore Rousseau,Grand public,Albert-sur-Colin,Franche-Comté,France,Nord,FOU-AR-64031302,Fournitures de bureau,Art,Désespoir attendre,96.63,7,0.4,-10.62
129,FR-20250114-3057,2025-01-14,2025-01-18,Normal,oW-19845,Alexandre Traore,Petite et moyenne entreprise,HoarauBourg,Nord-Pas-de-Calais,France,Nord,FOU-BI-17927823,Fournitures de bureau,Bibliothèques,Où eaux,412.33,6,0.0,-123.37
130,FR-20241218-9128,2024-12-18,2024-12-22,Silver,EX-18095,Joséphine Guilbert de Couturier,Petite et moyenne entreprise,Sainte Emmanuel-la-Forêt,Île-de-France,France,Nord,FOU-ME-27034278,Fournitures de bureau,Meubles,Étoile que,885.67,10,0.0,21.84
131,FR-20240929-3611,2024-09-29,2024-10-06,Normal,EQ-12380,Laetitia Maillard Le Techer,Grand public,Sainte Émilie,Pays-de-Loire,France,Centre,FOU-BI-22955240,Fournitures de bureau,Bibliothèques,Effet autrefois,343.18,6,0.0,-80.97
132,FR-20240924-4792,2024-09-24,2024-09-27,Silver,Sf-19429,Thérèse Lefort,Grand public,Rémy,Basse-Normandie,France,Nord,MOB-AR-13584755,Mobilier,Art,Soleil social,35.76,5,0.1,-4.37
133,FR-20251125-8102,2025-11-25,2025-12-01,Premium,IK-15491,Emmanuelle Peron,Petite et moyenne entreprise,Saint Bernard,Nord-Pas-de-Calais,France,Nord,MOB-AR-83698712,Mobilier,Art,Table complètement,428.62,2,0.4,-106.69
134,FR-20240724-1861,2024-07-24,2024-07-30,Normal,LV-11487,Sébastien Colas Le Allard,Entreprise,LerouxVille,Aquitaine,France,Centre,MOB-AR-25098148,Mobilier,Art,Trésor nord,431.82,10,0.1,-12.55
135,FR-20241202-5122,2024-12-02,2024-12-06,Normal,aF-14952,Gilbert de la Blot,Petite et moyenne entreprise,Martin,Île-de-France,France,Nord,FOU-BI-21641059,Fournitures de bureau,Bibliothèques,Énorme port,912.91,1,0.0,413.9
136,FR-20250308-4663,2025-03-08,2025-03-10,Silver,py-13659,François Delaunay,Entreprise,Nguyen,Alsace,France,Centre,FOU-BI-54769469,Fournitures de bureau,Bibliothèques,Aussi saluer,945.28,6,0.0,210.85
137,FR-20251105-6439,2025-11-05,2025-11-10,Silver,gQ-17079,Philippine Guillaume,Petite et moyenne entreprise,Saint Élisabeth,Saint-Barthélémy,France,Nord,MOB-ME-47525386,Mobilier,Meubles,Curieux haine,21.1,4,0.1,0.85
138,FR-20240802-5734,2024-08-02,2024-08-08,Normal,Tp-14480,Mathilde Tanguy de De Sousa,Grand public,Pichon-sur-Lambert,Bourgogne,France,Nord,MOB-AR-23285040,Mobilier,Art,Agir voler,116.75,10,0.4,-23.36
139,FR-20251026-6667,2025-10-26,2025-11-02,Silver,zI-15973,Aimée Gaillard de Rémy,Grand public,Lefebvre,Bretagne,France,Centre,FOU-AR-79938410,Fournitures de bureau,Art,Nom refuser,411.87,2,0.1,75.23
140,FR-20240414-5121,2024-04-14,2024-04-20,Silver,qv-14159,Alix Bernard,Petite et moyenne entreprise,Saint Emmanuelle,Corse,France,Nord,MOB-PA-91695733,Mobilier,Papier,Arrivée race,785.85,7,0.1,-129.78
141,FR-20241020-8332,2024-10-20,2024-10-26,Normal,CZ-17397,Michel Lopes,Grand public,Couturier,Rhone-Alpes,France,Nord,MOB-PA-36678593,Mobilier,Papier,But tête,610.54,8,0.0,-146.25
142,FR-20250707-9149,2025-07-07,2025-07-12,Silver,dI-12779,Luce Schmitt,Petite et moyenne entreprise,Boulanger-sur-Toussaint,Guadeloupe,France,Centre,MOB-AR-40467064,Mobilier,Art,Mari donc,268.88,6,0.4,-50.01
143,FR-20250615-1894,2025-06-15,2025-06-22,Premium,wo-18929,Aurore de Hoarau,Petite et moyenne entreprise,Rey,Province-Alpes-Côte d'Azur,France,Nord,FOU-ME-90820093,Fournitures de bureau,Meubles,Signe recommencer,753.99,9,0.0,332.96
144,FR-20250925-8461,2025-09-25,2025-09-29,Normal,yh-15357,Thomas Marques,Petite et moyenne entreprise,Thibault,Midi-Pyrénées,France,Centre,MOB-AR-10685118,Mobilier,Art,Emporter demain,904.28,5,0.4,220.63
145,FR-20241218-2755,2024-12-18,2024-12-20,Premium,IK-18270,Michèle Dupré,Grand public,VidalBourg,Lorraine,France,Nord,MOB-AR-37602605,Mobilier,Art,Âme beau,225.25,5,0.4,-19.13
146,FR-20250914-8857,2025-09-14,2025-09-21,Normal,ZR-12937,Paulette Weiss,Grand public,Louisnec,Île-de-France,France,Centre,MOB-AR-95210972,Mobilier,Art,Exprimer existence,26.41,5,0.4,3.57
147,FR-20240212-4852,2024-02-12,2024-02-15,Silver,Vd-15904,Gérard-Antoine Courtois,Entreprise,Blanchet,Guadeloupe,France,Centre,FOU-BI-83619744,Fournitures de bureau,Bibliothèques,Cher deux,524.87,10,0.1,-8.2
148,FR-20250110-8885,2025-01-10,2025-01-12,Premium,Hw-17332,Daniel Rolland,Grand public,Dupont,Guyane,France,Centre,FOU-ME-17499686,Fournitures de bureau,Meubles,Roman maladie,274.56,3,0.4,12.85
149,FR-20240728-3943,2024-07-28,2024-08-02,Normal,wS-12951,Gilbert Le Bourdon,Grand public,Sainte Camille-la-Forêt,Haute-Normandie,France,Nord,MOB-AR-70826066,Mobilier,Art,Gens tel,19.13,1,0.0,0.44
150,FR-20240904-9531,2024-09-04,2024-09-09,Premium,bi-14544,Élise Da Silva,Grand public,Morvan,Languedoc-Roussillon,France,Nord,MOB-ME-38553332,Mobilier,Meubles,Risquer demeurer,786.12,5,0.4,-215.61
151,FR-20250411-9650,2025-04-11,2025-04-13,Premium,KK-16032,Daniel Royer,Grand public,Sainte Dorothéenec,Guyane,France,Nord,MOB-PA-11601810,Mobilier,Papier,Essayer jaune,954.8,5,0.4,184.43
152,FR-20250726-8161,2025-07-26,2025-08-02,Normal,EX-18230,Thierry Cousin,Grand public,BoutinVille,Nouvelle-Calédonie,France,Centre,FOU-PA-74007565,Fournitures de bureau,Papier,Souffler abandonner,749.02,7,0.4,182.95
153,FR-20250918-1768,2025-09-18,2025-09-24,Premium,kC-12420,Corinne de Lecomte,Grand public,Andre,Alsace,France,Centre,FOU-AR-80926352,Fournitures de bureau,Art,Par venir,223.7,10,0.0,83.54
154,FR-20240401-5118,2024-04-01,2024-04-07,Silver,bc-13925,Théodore Bruneau,Petite et moyenne entreprise,Riouboeuf,Saint-Pierre-et-Miquelon,France,Centre,FOU-ME-22258794,Fournitures de bureau,Meubles,Jeune valoir,726.94,8,0.4,176.57
155,FR-20241020-2482,2024-10-20,2024-10-27,Premium,HF-11326,Geneviève Martin du Launay,Entreprise,Pires,Wallis-et-Futuna,France,Centre,MOB-BI-42367194,Mobilier,Bibliothèques,Toile prononcer,676.83,4,0.4,16.27
156,FR-20240701-1202,2024-07-01,2024-07-08,Normal,WT-12936,Xavier Charles,Petite et moyenne entreprise,Ramos,Province-Alpes-Côte d'Azur,France,Nord,FOU-ST-18609960,Fournitures de bureau,Stockage,Sur machine,551.76,8,0.1,102.98
157,FR-20250828-3513,2025-08-28,2025-08-30,Normal,mE-14720,Thomas Leclerc,Entreprise,Brunelboeuf,Corse,France,Centre,FOU-AR-29375212,Fournitures de bureau,Art,Éloigner au,196.17,10,0.0,67.28
158,FR-20240322-6290,2024-03-22,2024-03-28,Normal,DO-18393,Auguste Lopez,Entreprise,Marion,Aquitaine,France,Nord,FOU-ME-98508786,Fournitures de bureau,Meubles,Mériter étonner,499.38,5,0.0,58.45
159,FR-20240917-4737,2024-09-17,2024-09-22,Silver,Fw-11777,Théophile Lemaire,Entreprise,Noël,Wallis-et-Futuna,France,Nord,MOB-BI-39290046,Mobilier,Bibliothèques,Autre aussi,665.34,2,0.0,241.84
160,FR-20241210-5963,2024-12-10,2024-12-13,Silver,cg-18117,Emmanuel Pons,Entreprise,Ferrand-sur-Poirier,Rhone-Alpes,France,Centre,MOB-AR-15314444,Mobilier,Art,Ombre ignorer,244.69,5,0.0,-4.62
161,FR-20240216-1133,2024-02-16,2024-02-19,Normal,OV-11927,Catherine Seguin,Grand public,Leclerc,Rhone-Alpes,France,Nord,MOB-ST-90561761,Mobilier,Stockage,Puissance peau,668.74,1,0.1,18.8
162,FR-20240921-3807,2024-09-21,2024-09-27,Normal,ic-10845,Dominique Raymond,Entreprise,Sancheznec,Lorraine,France,Nord,FOU-ME-85342954,Fournitures de bureau,Meubles,Voilà énergie,110.55,10,0.0,-27.84
163,FR-20250616-8519,2025-06-16,2025-06-22,Silver,Xh-14106,Célina Auger,Grand public,Saint Jérôme,Basse-Normandie,France,Centre,MOB-BI-12667596,Mobilier,Bibliothèques,Nombre attacher,321.46,3,0.0,-103.43
164,FR-20240406-3979,2024-04-06,2024-04-13,Silver,UP-15798,François Delannoy,Grand public,Fischer,Lorraine,France,Nord,MOB-PA-32147376,Mobilier,Papier,Groupe reconnaître,845.97,3,0.0,49.23
165,FR-20250216-8687,2025-02-16,2025-02-21,Premium,kK-12115,Honoré Guibert,Petite et moyenne entreprise,Lemaître,Saint-Barthélémy,France,Nord,FOU-ST-66387381,Fournitures de bureau,Stockage,Humide intention,548.11,1,0.1,-135.57
166,FR-20250630-1887,2025-06-30,2025-07-07,Silver,WD-12051,Gabriel du Gauthier,Entreprise,Diaznec,Corse,France,Centre,MOB-BI-57379966,Mobilier,Bibliothèques,Parler accomplir,707.92,8,0.4,78.22
167,FR-20240726-4764,2024-07-26,2024-08-02,Premium,Qu-15611,Lucas Le Robert,Entreprise,Masse,Saint-Pierre-et-Miquelon,France,Centre,FOU-ME-46088210,Fournitures de bureau,Meubles,Grave parti,833.36,2,0.4,144.05
168,FR-20250115-9561,2025-01-15,2025-01-19,Premium,BX-14444,Éric Duhamel,Entreprise,Guichard-la-Forêt,Martinique,France,Centre,FOU-ME-85571461,Fournitures de bureau,Meubles,Sujet étonner,16.45,6,0.0,6.47
169,FR-20250707-8116,2025-07-07,2025-07-10,Premium,DM-13776,Alphonse Roussel,Entreprise,Lefèvre,Rhone-Alpes,France,Nord,MOB-ST-93141924,Mobilier,Stockage,Seul veiller,390.61,8,0.0,-107.11
170,FR-20240331-2985,2024-03-31,2024-04-02,Normal,QS-10771,Laure Jacquet,Entreprise,Sainte Adélaïde,Corse,France,Centre,FOU-ST-41546584,Fournitures de bureau,Stockage,Gouvernement mieux,650.38,6,0.1,282.57
171,FR-20250621-1258,2025-06-21,2025-06-25,Premium,Id-19814,Christophe Tanguy,Petite et moyenne entreprise,Rousseau,Mayotte,France,Centre,FOU-ME-25836234,Fournitures de bureau,Meubles,Fille profond,200.09,3,0.4,-33.35
172,FR-20250525-4183,2025-05-25,2025-05-29,Normal,JI-18837,Étienne Carlier,Petite et moyenne entreprise,Rivière,Nouvelle-Calédonie,France,Nord,FOU-AR-59225181,Fournitures de bureau,Art,Dormir jambe,291.94,6,0.4,24.5
173,FR-20250723-4887,2025-07-23,2025-07-25,Normal,Mf-13842,Marcelle Rousset,Petite et moyenne entreprise,Saint Marcelle-les-Bains,Polynésie française,France,Nord,FOU-BI-78652461,Fournitures de bureau,Bibliothèques,Tu doux,553.53,7,0.4,-68.65
174,FR-20240223-5778,2024-02-23,2024-02-29,Normal,RU-10740,Frédérique Blanc-Collin,Petite et moyenne entreprise,Da SilvaBourg,Corse,France,Nord,FOU-PA-90718688,Fournitures de bureau,Papier,Victime vaste,706.62,6,0.4,44.44
175,FR-20250507-9719,2025-05-07,2025-05-09,Normal,Hc-16000,Julien Leclerc,Entreprise,Gallet-les-Bains,Guadeloupe,France,Centre,FOU-ME-55245605,Fournitures de bureau,Meubles,Position île,387.63,10,0.4,-24.35
176,FR-20250810-5557,2025-08-10,2025-08-15,Silver,UR-19758,Benoît Chevallier,Petite et moyenne entreprise,Marteldan,Lorraine,France,Nord,MOB-ME-85321033,Mobilier,Meubles,École aspect,796.46,7,0.0,97.35
177,FR-20240710-6532,2024-07-10,2024-07-13,Normal,Gn-14488,Antoine Sauvage-Reynaud,Petite et moyenne entreprise,Guibert,Corse,France,Centre,FOU-AR-17926515,Fournitures de bureau,Art,Gagner instant,880.5,7,0.4,-253.53
178,FR-20240528-3370,2024-05-28,2024-05-31,Premium,AA-10529,Nathalie-Capucine Valette,Grand public,Gaillard,Champagne-Ardenne,France,Nord,MOB-AR-36782139,Mobilier,Art,Accuser vendre,723.08,10,0.1,-18.42
179,FR-20250107-3503,2025-01-07,2025-01-11,Silver,Ov-17344,Stéphanie Marchal,Petite et moyenne entreprise,Saint Suzanneboeuf,Aquitaine,France,Nord,MOB-ST-99335612,Mobilier,Stockage,Partout arbre,348.95,10,0.1,90.14
180,FR-20240224-6631,2024-02-24,2024-03-02,Normal,TO-16464,Marcel Gillet de la Roussel,Petite et moyenne entreprise,Torres,Nouvelle-Calédonie,France,Centre,MOB-ST-90664121,Mobilier,Stockage,Théâtre traiter,613.41,2,0.0,77.28
181,FR-20250207-7340,2025-02-07,2025-02-11,Silver,NR-17463,Émilie Pierre de Boulanger,Grand public,Marin-sur-Lacroix,Alsace,France,Nord,FOU-ST-81837371,Fournitures de bureau,Stockage,Remonter remplacer,447.46,8,0.0,93.64
182,FR-20240222-5973,2024-02-22,2024-02-25,Silver,Vn-14838,Patricia-Thérèse Munoz,Grand public,Sainte Célinenec,Lorraine,France,Nord,FOU-ST-54915112,Fournitures de bureau,Stockage,Cou rapidement,916.62,8,0.0,-130.4
183,FR-20251031-7030,2025-10-31,2025-11-06,Premium,Bo-10013,Thomas Marchand,Entreprise,Lebon-sur-Pichon,Basse-Normandie,France,Nord,FOU-AR-37113200,Fournitures de bureau,Art,Salle pas,206.33,10,0.1,33.94
184,FR-20241005-1369,2024-10-05,2024-10-10,Silver,YA-13024,Aimée du Teixeira,Entreprise,Le Roux,Province-Alpes-Côte d'Azur,France,Centre,FOU-PA-82250711,Fournitures de bureau,Papier,Boire compter,405.07,8,0.0,-192.93
185,FR-20241028-9193,2024-10-28,2024-10-30,Normal,qS-19783,Philippe Normand,Entreprise,Saint Virginie,Alsace,France,Nord,MOB-BI-70005889,Mobilier,Bibliothèques,Ne cours,179.38,2,0.0,80.49
186,FR-20240918-9629,2024-09-18,2024-09-24,Normal,Yf-16997,Alexandre Berthelot-Hoareau,Grand public,Saint Lucenec,Languedoc-Roussillon,France,Centre,FOU-ST-91180170,Fournitures de bureau,Stockage,Tracer clef,477.51,2,0.0,-122.3
187,FR-20240823-8958,2024-08-23,2024-08-25,Premium,kp-15861,Marcel Normand du Texier,Grand public,Martel-la-Forêt,Nouvelle-Calédonie,France,Centre,MOB-ST-21445922,Mobilier,Stockage,Faire mettre,378.12,1,0.0,124.22
188,FR-20250201-1020,2025-02-01,2025-02-05,Premium,bc-15912,Pierre Dufour,Grand public,Saint SusanneVille,Lorraine,France,Nord,FOU-ST-32737452,Fournitures de bureau,Stockage,Auteur préparer,810.47,9,0.4,237.99
189,FR-20240425-2259,2024-04-25,2024-05-01,Normal,rc-11190,Valérie Bonnet,Petite et moyenne entreprise,Millet,Saint-Martin,France,Centre,MOB-PA-80630480,Mobilier,Papier,Abri dame,984.65,3,0.1,-151.02
190,FR-20240419-4527,2024-04-19,2024-04-26,Silver,RT-19644,Benoît Mercier,Grand public,Maurynec,Bourgogne,France,Nord,FOU-ME-88524383,Fournitures de bureau,Meubles,Loi tomber,822.42,10,0.4,180.29
191,FR-20250107-1748,2025-01-07,2025-01-12,Silver,SA-16071,Olivie Launay,Grand public,Sainte Guillaume-les-Bains,Corse,France,Nord,FOU-ME-56238858,Fournitures de bureau,Meubles,Prix charge,626.03,2,0.1,86.16
192,FR-20240719-4826,2024-07-19,2024-07-24,Normal,rT-13108,Juliette Michel,Grand public,Lelièvre-sur-David,Lorraine,France,Nord,MOB-ST-88407416,Mobilier,Stockage,Prononcer juste,419.29,8,0.1,-53.29
193,FR-20240308-1156,2024-03-08,2024-03-13,Normal,UV-13214,Sylvie Pasquier,Grand public,Bonnet,Corse,France,Nord,MOB-ST-40180376,Mobilier,Stockage,Taille profondément,761.3,8,0.4,134.57
194,FR-20250326-6388,2025-03-26,2025-03-30,Premium,LF-12216,Édouard Lamy,Petite et moyenne entreprise,Sainte Corinne,Champagne-Ardenne,France,Centre,FOU-BI-26928243,Fournitures de bureau,Bibliothèques,Surtout but,571.75,7,0.0,88.55
195,FR-20250810-6239,2025-08-10,2025-08-15,Normal,WZ-14502,Charles Bouchet,Petite et moyenne entreprise,Morel,Lorraine,France,Nord,FOU-BI-97573426,Fournitures de bureau,Bibliothèques,Tromper cours,334.69,5,0.1,7.73
196,FR-20250208-9053,2025-02-08,2025-02-10,Silver,Vj-17958,Gérard Fischer,Grand public,Thibault,Province-Alpes-Côte d'Azur,France,Centre,FOU-BI-57890771,Fournitures de bureau,Bibliothèques,Apprendre confondre,713.36,10,0.0,123.92
197,FR-20240419-4705,2024-04-19,2024-04-26,Premium,Gm-14208,Monique-Colette Chrétien,Petite et moyenne entreprise,Bouvet,Franche-Comté,France,Centre,MOB-BI-20709836,Mobilier,Bibliothèques,Pourtant aussitôt,605.74,10,0.1,261.14
198,FR-20240218-9947,2024-02-18,2024-02-25,Premium,jy-16845,Maggie Boucher de Allard,Entreprise,Lelièvre-sur-Bruneau,Poitou-Charentes,France,Centre,FOU-PA-33036139,Fournitures de bureau,Papier,Trente été,777.09,8,0.1,221.46
199,FR-20240605-2831,2024-06-05,2024-06-08,Silver,VG-17605,Éléonore de Legrand,Grand public,Legros,Réunion,France,Nord,FOU-PA-61044523,Fournitures de bureau,Papier,Système brûler,683.11,1,0.1,127.64
200,FR-20240727-6408,2024-07-27,2024-07-30,Normal,Xi-12428,Capucine Grenier de la Lévy,Entreprise,Traore,Wallis-et-Futuna,France,Centre,FOU-PA-88608920,Fournitures de bureau,Papier,Monter pourquoi,817.56,8,0.1,195.38
201,FR-20250224-9040,2025-02-24,2025-03-03,Silver,km-18615,Jérôme Guillou,Entreprise,Bailly,Wallis-et-Futuna,France,Centre,MOB-ST-98034646,Mobilier,Stockage,Président vous,104.92,7,0.1,44.17
202,FR-20231208-9575,2023-12-08,2023-12-15,Normal,fd-11416,Vincent Tanguy,Entreprise,VerdierVille,Province-Alpes-Côte d'Azur,France,Centre,MOB-ME-72754913,Mobilier,Meubles,Père tache,328.25,7,0.4,92.09
203,FR-20231210-7473,2023-12-10,2023-12-12,Silver,Fx-15939,Philippine Boucher,Petite et moyenne entreprise,Dumas,Guadeloupe,France,Centre,FOU-ST-39804198,Fournitures de bureau,Stockage,Second nul,774.79,9,0.0,361.31
204,FR-20240907-5334,2024-09-07,2024-09-11,Premium,WS-16568,Rémy Dumas,Petite et moyenne entreprise,Laurent,Bourgogne,France,Nord,FOU-PA-35554656,Fournitures de bureau,Papier,Silencieux fort,818.14,6,0.0,249.44
205,FR-20240504-5421,2024-05-04,2024-05-11,Normal,ZS-16046,Élise François,Grand public,Philippeboeuf,Alsace,France,Centre,FOU-BI-86580492,Fournitures de bureau,Bibliothèques,Tuer masse,306.51,5,0.1,-2.44
206,FR-20250215-9344,2025-02-15,2025-02-21,Normal,HI-11033,Stéphane du Ramos,Entreprise,Picard,Martinique,France,Nord,FOU-ST-69076095,Fournitures de bureau,Stockage,Près eh,150.3,3,0.4,11.23
207,FR-20241121-8062,2024-11-21,2024-11-26,Premium,oA-16283,Michelle Bourgeois,Petite et moyenne entreprise,Roussel,Wallis-et-Futuna,France,Centre,FOU-ST-81447166,Fournitures de bureau,Stockage,Seconde bande,64.22,1,0.4,-14.73
208,FR-20250409-9747,2025-04-09,2025-04-12,Premium,hf-13604,Pauline Prévost,Petite et moyenne entreprise,Saint Adrienne,Saint-Martin,France,Centre,FOU-BI-22682592,Fournitures de bureau,Bibliothèques,Tôt autrement,29.88,10,0.1,-4.2
209,FR-20240724-4838,2024-07-24,2024-07-26,Premium,SD-16864,Michèle de la Peron,Petite et moyenne entreprise,Saint Zacharie,Bretagne,France,Centre,MOB-PA-11608466,Mobilier,Papier,Place histoire,605.91,6,0.1,34.41
210,FR-20250827-3100,2025-08-27,2025-09-02,Normal,Eh-15879,Marie-Inès Sanchez,Petite et moyenne entreprise,Collinnec,Saint-Martin,France,Nord,FOU-AR-34902177,Fournitures de bureau,Art,Armée art,666.36,8,0.1,-295.05
211,FR-20240325-5739,2024-03-25,2024-04-01,Normal,Kh-15498,Roger Bruneau,Petite et moyenne entreprise,Potier,Poitou-Charentes,France,Centre,MOB-BI-63502589,Mobilier,Bibliothèques,Revenir surtout,219.94,2,0.1,-74.83
212,FR-20250427-2681,2025-04-27,2025-05-01,Silver,Ju-10459,Geneviève Guilbert,Petite et moyenne entreprise,Meunier,Alsace,France,Nord,FOU-ME-25645642,Fournitures de bureau,Meubles,Trouver qui,68.33,9,0.0,5.19
213,FR-20250126-7618,2025-01-26,2025-01-30,Normal,vs-12259,Rémy Pereira,Petite et moyenne entreprise,Launay-sur-Charrier,Saint-Pierre-et-Miquelon,France,Centre,MOB-PA-94907652,Mobilier,Papier,Sûr rompre,386.89,5,0.1,-160.72
214,FR-20240330-1673,2024-03-30,2024-04-06,Silver,dT-12153,Sophie-Adélaïde Fischer,Petite et moyenne entreprise,Sainte Olivie-la-Forêt,Champagne-Ardenne,France,Nord,MOB-ST-19919094,Mobilier,Stockage,Vin passé,958.43,3,0.0,173.68
215,FR-20250922-6944,2025-09-22,2025-09-25,Normal,HU-15744,Julien de la Dupré,Grand public,Guyot-la-Forêt,Réunion,France,Nord,MOB-ME-50180581,Mobilier,Meubles,Français puisque,617.62,7,0.1,246.82
